         162
           1          26           4         118
           1          26           5         119
           1          26           6         120
           1          27           1         121
           1          27           2         122
           1          27           3         123
           1          27           4         124
           1          27           5         125
           1          27           6         126
           1          28           1         127
           1          28           2         128
           1          28           3         129
           1          28           4         130
           1          28           5         131
           1          28           6         132
           1          30           1         133
           1          30           2         134
           1          30           3         135
           1          30           4         136
           1          30           5         137
           1          30           6         138
           1          31           1         139
           1          31           2         140
           1          31           3         141
           1          31           4         142
           1          31           5         143
           1          31           6         144
           1          32           1         145
           1          32           2         146
           1          32           3         147
           1          32           4         148
           1          32           5         149
           1          32           6         150
           1          33           1         151
           1          33           2         152
           1          33           3         153
           1          33           4         154
           1          33           5         155
           1          33           6         156
           1          34           1         157
           1          34           2         158
           1          34           3         159
           1          34           4         160
           1          34           5         161
           1          34           6         162
           3           1        1269           1
           3           2        1298           2
           3           3        1315           3
           3           7        1188           4
           3           8        1126           5
           3           9        1044           6
           3          10         999           7
           3          11         920           8
           3          12        1089           9
           3          13         962          10
           3          14         875          11
           3          15         838          12
           3          16         793          13
           3          17         748          14
           3          18         711          15
           3          19         669          16
           3          20         615          17
           3          21         632          18
           3          25         578          19
           3          26         541          20
           3          27         487          21
           3          28         504          22
           3          30        1436          23
           3          31         937          24
           3          32         686          25
           3          33        1537          26
           3          34        1171          27
           2          68           5        1634
           2          54           1         521
           2          54           3         525
           2          53           1         529
           2          53           2         533
           2          53           3         537
           2          67           4        1622
           2          52           2         558
           2          52           3         562
           2          51           1         566
           2          51           2         570
           2          51           3         574
           2          66           6        1618
           2          50           1         595
           2          50           2         599
           2          49           1         603
           2          49           2         607
           2          49           3         611
           2          63           4        1610
           2          40           2         649
           2          40           3         653
           2          39           1         657
           2          39           2         661
           2          39           3         665
           2          96           1         703
           2          96           2         707
           2          82           4        1594
           2          82           5        1598
           2          82           6        1602
           2          76           4        1574
           2          36           2         728
           2          36           3         732
           2          35           1         736
           2          35           2         740
           2          35           3         744
           2          86           1         765
           2          86           2         769
           2          79           5        1646
           2          77           5        1590
           2          34           1         773
           2          34           3         777
           2          33           1         781
           2          33           2         785
           2          33           3         789
           2          31           1         810
           2          31           2         814
           2          31           3         818
           2          88           1         822
           2          88           2         826
           2          32           1         830
           2          32           3         834
           2          73           5        1638
           2          28           1         855
           2          28           3         859
           2          27           1         863
           2          27           2         867
           2          27           3         871
           2          90           1         892
           2          90           2         896
           2          72           4        1606
           2          30           2         900
           2          30           3         904
           2          29           1         908
           2          29           2         912
           2          29           3         916
           2          95           1         954
           2          95           2         958
           2          83           4        1626
           2          83           5        1630
           2          83           6        1614
           2          74           4        1578
           2          24           2         979
           2          24           3         983
           2          23           1         987
           2          23           2         991
           2          23           3         995
           2          87           1        1016
           2          87           2        1020
           2          78           5        1642
           2          75           5        1570
           2          22           1        1024
           2          22           3        1028
           2          21           1        1032
           2          21           2        1036
           2          21           3        1040
           2          19           1        1061
           2          19           2        1065
           2          19           3        1069
           2          89           1        1073
           2          89           2        1077
           2          70           5        1674
           2          20           1        1081
           2          20           3        1085
           2          18           1        1106
           2          18           3        1110
           2          17           1        1114
           2          17           2        1118
           2          17           3        1122
           2          91           1        1143
           2          91           2        1147
           2          71           4        1586
           2          16           2        1151
           2          16           3        1155
           2          15           1        1159
           2          15           2        1163
           2          15           3        1167
           2          99           2        1205
           2          98           1        1209
           2          98           2        1213
           2          97           1        1217
           2          97           2        1221
           2          97           3        1225
           2          81           6        1566
           2          80           6        1658
           2          69           6        1666
           2          26           1        1229
           2          26           2        1233
           2          26           3        1237
           2          25           1        1241
           2          25           2        1245
           2          14           1        1249
           2          14           2        1253
           2          13           1        1257
           2          13           2        1261
           2          13           3        1265
           2          12           1        1286
           2          12           2        1290
           2          12           3        1294
           2          58           4        1650
           2           4           1        1332
           2           4           2        1336
           2           4           3        1340
           2           3           2        1344
           2           3           3        1348
           2         100           5        1654
           2          94           2        1352
           2          65           5        1670
           2          64           5        1662
           2          59           5        1582
           2          48           1        1356
           2          48           3        1360
           2          47           1        1364
           2          47           2        1368
           2          47           3        1372
           2          38           1        1376
           2          38           2        1380
           2          38           3        1384
           2          37           1        1388
           2          37           3        1392
           2          11           1        1396
           2          11           2        1400
           2           2           1        1404
           2           2           2        1408
           2           2           3        1412
           2           1           1        1416
           2           1           3        1420
           2         101           1        1424
           2         101           2        1428
           2         101           3        1432
           2         113           1        1453
           2         113           2        1457
           2         113           3        1461
           2         131           1        1465
           2         131           2        1469
           2         131           3        1473
           2         149           1        1477
           2         149           2        1481
           2         149           3        1485
           2         167           1        1489
           2         167           2        1493
           2         167           3        1497
           2         185           1        1501
           2         185           2        1505
           2         185           3        1509
           2         197           1        1513
           2         197           2        1517
           2         197           3        1521
           2         209           1        1525
           2         209           2        1529
           2         209           3        1533
           2         221           1        1554
           2         221           2        1558
           2         221           3        1562
